Open,High,Low,Close,OUTPUT
1308.229,1308.462,1308.008,1308.442,0
1308.441,1309.692,1308.341,1309.508,0
1309.499,1309.602,1309.028,1309.051,1
1309.062,1309.392,1308.989,1309.362,0
1309.361,1310.041,1309.151,1309.991,0
1309.991,1310.252,1309.901,1310.092,0
1310.092,1310.302,1309.511,1309.512,1
1309.511,1310.492,1309.111,1310.461,0
1310.491,1310.731,1310.201,1310.311,1
1310.311,1310.318,1310.081,1310.222,1
1310.229,1310.429,1310.141,1310.318,0
1310.312,1310.362,1309.971,1310.218,1
1310.218,1310.401,1310.011,1310.111,1
1310.129,1310.912,1309.891,1310.851,0
1310.851,1310.852,1310.221,1310.231,1
1310.231,1310.431,1309.961,1310.151,1
1310.152,1310.351,1310.031,1310.159,0
1310.159,1310.172,1309.971,1310.082,1
1310.079,1310.079,1309.128,1309.471,1
1309.472,1309.502,1308.158,1308.472,1
1308.472,1308.882,1308.441,1308.762,0
1308.762,1309.519,1308.742,1309.432,0
1309.431,1309.432,1309.038,1309.361,1
1309.361,1310.131,1309.342,1310.031,0
1310.021,1310.169,1309.531,1309.731,1
1309.731,1310.669,1309.731,1310.631,0
1310.632,1310.842,1310.221,1310.522,1
1310.521,1310.798,1310.468,1310.759,0
1310.759,1311.392,1310.759,1310.932,0
1310.931,1310.962,1310.511,1310.631,1
1310.642,1310.888,1310.611,1310.738,0
1310.738,1310.949,1310.638,1310.721,1
1310.721,1311.222,1310.621,1311.121,0
1311.122,1311.232,1310.821,1311.202,0
1311.191,1311.211,1310.502,1310.691,1
1310.691,1311.239,1310.572,1311.021,0
1311.022,1311.672,1311.021,1311.572,0
1311.572,1311.572,1311.091,1311.092,1
1311.091,1311.442,1311.081,1311.322,0
1311.322,1312.109,1311.321,1311.988,0
1311.939,1311.952,1311.588,1311.788,1
1311.788,1311.799,1311.311,1311.668,1
1311.668,1311.978,1311.529,1311.978,0
1311.978,1312.318,1311.978,1312.318,0
1312.318,1312.319,1312.168,1312.319,0
1312.319,1312.502,1312.169,1312.482,0
1312.481,1312.672,1311.958,1312.268,1
1312.268,1312.709,1312.048,1312.661,0
1312.658,1312.902,1312.422,1312.861,0
1312.869,1313.502,1312.688,1312.808,1
1312.808,1313.309,1312.788,1313.068,0
1313.068,1314.282,1313.058,1313.968,0
1313.961,1314.162,1313.731,1313.771,1
1313.772,1313.822,1313.391,1313.681,1
1313.681,1313.929,1313.398,1313.521,1
1313.508,1313.982,1313.391,1313.971,0
1313.971,1314.292,1313.691,1313.691,1
1313.691,1313.722,1312.981,1313.092,1
1313.141,1313.172,1312.198,1312.328,1
1312.328,1312.982,1312.328,1312.902,0
1312.932,1313.998,1312.902,1313.472,0
1313.471,1314.019,1313.459,1313.918,0
1313.918,1314.119,1313.682,1313.812,1
1313.811,1313.852,1313.151,1313.182,1
1313.181,1313.542,1313.091,1313.501,0
1313.491,1313.652,1313.491,1313.498,0
1313.498,1313.832,1313.448,1313.698,0
1313.698,1313.798,1313.391,1313.411,1
1313.412,1313.418,1312.482,1312.812,1
1312.821,1313.232,1312.801,1312.821,0
1312.828,1313.038,1312.682,1312.891,0
1312.981,1313.082,1312.878,1312.878,1
1312.878,1313.099,1312.791,1313.029,0
1313.018,1313.322,1313.011,1313.102,0
1313.101,1313.409,1313.098,1313.201,0
1313.218,1313.739,1313.199,1313.739,0
1313.739,1313.789,1313.421,1313.601,1
1313.602,1313.602,1312.878,1312.901,1
1312.901,1313.229,1312.779,1313.031,0
1313.031,1313.152,1312.851,1312.931,1
1312.931,1313.161,1312.831,1313.111,0
1313.112,1313.462,1312.439,1312.489,1
1312.489,1312.538,1311.631,1311.871,1
1311.901,1312.462,1311.891,1312.361,0
1312.362,1312.629,1312.251,1312.608,0
1312.599,1313.211,1312.598,1312.961,0
1312.979,1313.019,1312.652,1312.768,1
1312.751,1312.822,1312.531,1312.761,0
1312.761,1313.092,1312.652,1313.052,0
1313.051,1313.379,1312.951,1313.261,0
1313.298,1313.311,1312.421,1312.939,1
1312.939,1312.939,1312.111,1312.232,1
1312.221,1312.512,1311.878,1312.251,0
1310.798,1311.908,1309.168,1311.808,0
1311.808,1315.601,1311.608,1315.571,0
1315.571,1317.212,1314.672,1314.981,1
1314.952,1316.819,1314.158,1314.158,1
1314.258,1314.333,1312.581,1313.812,1
1313.841,1314.422,1313.191,1313.799,1
1313.799,1314.832,1313.698,1314.681,0
1314.681,1314.731,1313.991,1314.089,1
1314.101,1316.102,1313.978,1314.788,0
1314.809,1315.699,1314.591,1315.468,0
1315.471,1315.738,1315.291,1315.391,1
