C1 BodySize,C1 WicksUp,C1 WicksDown,C1 CandleType,C2 BodySize,C2 WicksUp,C2 WicksDown,C2 CandleType,C3 BodySize,C3 WicksUp,C3 WicksDown,C3 CandleType,P0ICTION OUTPUT
0.28,0.233,0.101,0,0.478,0.09,0.183,0,0.344,0,0.387,0,0
0.478,0.09,0.183,0,0.344,0,0.387,0,0.21,0.39,0,0,1
0.344,0,0.387,0,0.21,0.39,0,0,0.374,0.2,0.036,1,1
0.21,0.39,0,0,0.374,0.2,0.036,1,0.101,0.02,0.253,1,1
0.374,0.2,0.036,1,0.101,0.02,0.253,1,0.08,0.8,0.014,1,1
0.101,0.02,0.253,1,0.08,0.8,0.014,1,0.1,0.144,0.387,1,0
0.08,0.8,0.014,1,0.1,0.144,0.387,1,0.791,0.094,0.009,0,0
0.1,0.144,0.387,1,0.791,0.094,0.009,0,2.156,0.005,0.07,0,1
0.791,0.094,0.009,0,2.156,0.005,0.07,0,0.103,0.137,1.176,1,1
2.156,0.005,0.07,0,0.103,0.137,1.176,1,0.078,0.38,0.583,1,1
0.103,0.137,1.176,1,0.078,0.38,0.583,1,0.063,0.036,0.571,1,1
0.078,0.38,0.583,1,0.063,0.036,0.571,1,0.619,0.104,0.087,1,0
0.063,0.036,0.571,1,0.619,0.104,0.087,1,0.006,0.183,0.314,0,1
0.619,0.104,0.087,1,0.006,0.183,0.314,0,0.387,0.143,0.05,1,1
0.006,0.183,0.314,0,0.387,0.143,0.05,1,0.173,0.101,0.179,1,0
0.387,0.143,0.05,1,0.173,0.101,0.179,1,0.773,0,0.029,0,0
0.173,0.101,0.179,1,0.773,0,0.029,0,1.296,0,0.114,0,1
0.773,0,0.029,0,1.296,0,0.114,0,0.66,0.001,0.87,1,0
1.296,0,0.114,0,0.66,0.001,0.87,1,0.74,0.121,0.619,0,0
0.66,0.001,0.87,1,0.74,0.121,0.619,0,1.313,0.009,0,0,1
0.74,0.121,0.619,0,1.313,0.009,0,0,0.119,0.46,0.281,1,0
1.313,0.009,0,0,0.119,0.46,0.281,1,0.377,0.02,0.332,0,1
0.119,0.46,0.281,1,0.377,0.02,0.332,0,0.572,0.411,0.101,1,0
0.377,0.02,0.332,0,0.572,0.411,0.101,1,0.064,0.27,1.006,0,1
0.572,0.411,0.101,1,0.064,0.27,1.006,0,0.784,0.55,0.059,1,1
0.064,0.27,1.006,0,0.784,0.55,0.059,1,0.218,0.452,0.143,1,1
0.784,0.55,0.059,1,0.218,0.452,0.143,1,0.322,0.308,0.087,1,0
0.218,0.452,0.143,1,0.322,0.308,0.087,1,0.05,0.46,0.191,0,1
0.322,0.308,0.087,1,0.05,0.46,0.191,0,0.468,0.163,0.032,1,0
0.05,0.46,0.191,0,0.468,0.163,0.032,1,0.437,0.154,0.033,0,0
0.468,0.163,0.032,1,0.437,0.154,0.033,0,0.52,0.051,0.24,0,1
0.437,0.154,0.033,0,0.52,0.051,0.24,0,1.671,0.239,0.003,1,0
0.52,0.051,0.24,0,1.671,0.239,0.003,1,0.39,0.101,0.41,0,0
1.671,0.239,0.003,1,0.39,0.101,0.41,0,0.174,0.399,0.246,0,1
0.39,0.101,0.41,0,0.174,0.399,0.246,0,0.542,0.648,0.001,1,0
0.174,0.399,0.246,0,0.542,0.648,0.001,1,0.611,0.047,0.019,0,1
0.542,0.648,0.001,1,0.611,0.047,0.019,0,0.076,0.111,0.494,1,0
0.611,0.047,0.019,0,0.076,0.111,0.494,1,1.16,0,0.249,0,1
0.076,0.111,0.494,1,1.16,0,0.249,0,0.661,0.09,0.21,1,1
1.16,0,0.249,0,0.661,0.09,0.21,1,0.1,0.133,0.027,1,0
0.661,0.09,0.21,1,0.1,0.133,0.027,1,0.197,0.314,0.22,0,1
0.1,0.133,0.027,1,0.197,0.314,0.22,0,0.32,0.199,0.054,1,1
0.197,0.314,0.22,0,0.32,0.199,0.054,1,0.13,0.379,0.107,1,1
0.32,0.199,0.054,1,0.13,0.379,0.107,1,0.239,0.54,0.001,1,0
0.13,0.379,0.107,1,0.239,0.54,0.001,1,0.511,0.29,0.12,0,1
0.239,0.54,0.001,1,0.511,0.29,0.12,0,0.372,0.141,0.178,1,1
0.511,0.29,0.12,0,0.372,0.141,0.178,1,0.037,0.291,0.433,1,0
0.372,0.141,0.178,1,0.037,0.291,0.433,1,0.82,0,0.327,0,0
0.037,0.291,0.433,1,0.82,0,0.327,0,0.3,0.39,0,0,1
0.82,0,0.327,0,0.3,0.39,0,0,0.084,0.166,0.089,1,0
0.3,0.39,0,0,0.084,0.166,0.089,1,0.457,0,0.261,0,1
0.084,0.166,0.089,1,0.457,0,0.261,0,0.207,0.401,0.293,1,1
0.457,0,0.261,0,0.207,0.401,0.293,1,0.19,0.17,0.19,1,1
0.207,0.401,0.293,1,0.19,0.17,0.19,1,0.034,0.07,0.32,1,1
0.19,0.17,0.19,1,0.034,0.07,0.32,1,0.229,0.277,0.023,1,0
0.034,0.07,0.32,1,0.229,0.277,0.023,1,0.017,0.183,0.194,0,1
0.229,0.277,0.023,1,0.017,0.183,0.194,0,0.29,0.077,0.032,1,1
0.017,0.183,0.194,0,0.29,0.077,0.032,1,0.2,0.1,0.004,1,0
0.29,0.077,0.032,1,0.2,0.1,0.004,1,0.05,0.064,0.209,0,1
0.2,0.1,0.004,1,0.05,0.064,0.209,0,0.327,0.081,0,1,0
0.05,0.064,0.209,0,0.327,0.081,0,1,0.119,0.15,0.038,0,0
0.327,0.081,0,1,0.119,0.15,0.038,0,0.03,0.421,0.179,0,1
0.119,0.15,0.038,0,0.03,0.421,0.179,0,0.713,0.008,0.087,1,0
0.03,0.421,0.179,0,0.713,0.008,0.087,1,0.419,0.001,0.133,0,1
0.713,0.008,0.087,1,0.419,0.001,0.133,0,0.19,0.167,0.13,1,1
0.419,0.001,0.133,0,0.19,0.167,0.13,1,0.619,0.151,0.101,1,0
0.19,0.167,0.13,1,0.619,0.151,0.101,1,0.054,0.137,0.187,0,0
0.619,0.151,0.101,1,0.054,0.137,0.187,0,0.227,0.021,0.012,0,1
0.054,0.137,0.187,0,0.227,0.021,0.012,0,0.146,0.194,0.001,1,1
0.227,0.021,0.012,0,0.146,0.194,0.001,1,0.181,0,0.187,1,0
0.146,0.194,0.001,1,0.181,0,0.187,1,0.288,0.009,0,0,1
0.181,0,0.187,1,0.288,0.009,0,0,0.3,0.09,0.227,1,1
0.288,0.009,0,0,0.3,0.09,0.227,1,0.27,0.32,0.037,1,1
0.3,0.09,0.227,1,0.27,0.32,0.037,1,0.803,0.191,0.11,1,1
0.27,0.32,0.037,1,0.803,0.191,0.11,1,0.349,0.027,0.101,1,1
0.803,0.191,0.11,1,0.349,0.027,0.101,1,0.103,0.069,0.047,1,1
0.349,0.027,0.101,1,0.103,0.069,0.047,1,0.717,0.81,0,1,0
0.103,0.069,0.047,1,0.717,0.81,0,1,0.198,0.169,0.083,0,1
0.717,0.81,0,1,0.198,0.169,0.083,0,0.007,0.19,0.221,1,0
0.198,0.169,0.083,0,0.007,0.19,0.221,1,0.52,0.241,0.053,0,0
0.007,0.19,0.221,1,0.52,0.241,0.053,0,0.24,0.221,0.032,0,0
0.52,0.241,0.053,0,0.24,0.221,0.032,0,0.022,0.11,0.247,0,0
0.24,0.221,0.032,0,0.022,0.11,0.247,0,0.55,0.001,0.17,0,1
0.022,0.11,0.247,0,0.55,0.001,0.17,0,0.299,0.021,0.164,1,1
0.55,0.001,0.17,0,0.299,0.021,0.164,1,0.427,0.211,0.062,1,0
0.299,0.021,0.164,1,0.427,0.211,0.062,1,0.051,0.027,0.063,0,0
0.427,0.211,0.062,1,0.051,0.027,0.063,0,0.909,0.047,0.321,0,1
0.051,0.027,0.063,0,0.909,0.047,0.321,0,0.166,0.114,0.101,1,0
0.909,0.047,0.321,0,0.166,0.114,0.101,1,0.033,0.376,0.3,0,1
0.166,0.114,0.101,1,0.033,0.376,0.3,0,0.254,0.027,0.02,1,0
0.033,0.376,0.3,0,0.254,0.027,0.02,1,0.29,0.097,0.013,0,1
0.254,0.027,0.02,1,0.29,0.097,0.013,0,0.64,0.037,0.001,1,0
0.29,0.097,0.013,0,0.64,0.037,0.001,1,0.052,0.061,0.121,0,0
0.64,0.037,0.001,1,0.052,0.061,0.121,0,0.4,0.01,0.133,0,1
0.052,0.061,0.121,0,0.4,0.01,0.133,0,0.308,0,0.013,1,1
0.4,0.01,0.133,0,0.308,0,0.013,1,0.277,0.089,0.061,1,0
0.308,0,0.013,1,0.277,0.089,0.061,1,0.097,0.311,0.012,0,0
0.277,0.089,0.061,1,0.097,0.311,0.012,0,0.22,0.067,0.004,0,0
0.097,0.311,0.012,0,0.22,0.067,0.004,0,0.077,0.021,0.049,0,1
0.22,0.067,0.004,0,0.077,0.021,0.049,0,0.003,0.08,0.018,1,0
0.077,0.021,0.049,0,0.003,0.08,0.018,1,0.083,0.061,0.007,0,0
0.003,0.08,0.018,1,0.083,0.061,0.007,0,0.17,0.049,0.371,0,0
0.083,0.061,0.007,0,0.17,0.049,0.371,0,0.239,0.181,0.064,0,0
0.17,0.049,0.371,0,0.239,0.181,0.064,0,0.05,0.089,0.012,0,1
0.239,0.181,0.064,0,0.05,0.089,0.012,0,0.069,0.001,0.114,1,0
0.05,0.089,0.012,0,0.069,0.001,0.114,1,0.5,0.021,0.07,0,1
0.069,0.001,0.114,1,0.5,0.021,0.07,0,0.15,0.18,0.051,1,0
0.5,0.021,0.07,0,0.15,0.18,0.051,1,0.793,0.161,0.079,0,0
0.15,0.18,0.051,1,0.793,0.161,0.079,0,0.391,0,0.71,0,0
0.793,0.161,0.079,0,0.391,0,0.71,0,0.521,0,0.04,0,1
0.391,0,0.71,0,0.521,0,0.04,0,0.369,0.031,0,1,0
0.521,0,0.04,0,0.369,0.031,0,1,0.1,0.11,0.001,0,0
0.369,0.031,0,1,0.1,0.11,0.001,0,0.56,0.221,0.512,0,1
0.1,0.11,0.001,0,0.56,0.221,0.512,0,0.031,0.292,0.19,1,0
0.56,0.221,0.512,0,0.031,0.292,0.19,1,0.314,0.137,0.219,0,1
0.031,0.292,0.19,1,0.314,0.137,0.219,0,0.19,0.11,0.14,1,1
0.314,0.137,0.219,0,0.19,0.11,0.14,1,0.523,0,0.021,1,0
0.19,0.11,0.14,1,0.523,0,0.021,1,0.323,0.119,0.031,0,0
0.523,0,0.021,1,0.323,0.119,0.031,0,0.11,0.108,0.123,0,0
0.323,0.119,0.031,0,0.11,0.108,0.123,0,0.696,0.033,0.031,0,0
0.11,0.108,0.123,0,0.696,0.033,0.031,0,0.418,0.093,0.172,0,1
0.696,0.033,0.031,0,0.418,0.093,0.172,0,0.266,0.204,0.021,1,1
0.418,0.093,0.172,0,0.266,0.204,0.021,1,0.023,0.31,0.007,1,0
0.266,0.204,0.021,1,0.023,0.31,0.007,1,0.28,0,0.134,0,1
0.023,0.31,0.007,1,0.28,0,0.134,0,0.41,0.021,0.059,1,0
0.28,0,0.134,0,0.41,0.021,0.059,1,0.042,0.011,0.141,0,1
0.41,0.021,0.059,1,0.042,0.011,0.141,0,0.313,0.149,0.001,1,0
0.042,0.011,0.141,0,0.313,0.149,0.001,1,0.509,0.181,0.001,0,0
0.313,0.149,0.001,1,0.509,0.181,0.001,0,0.282,0.01,0.028,0,0
0.509,0.181,0.001,0,0.282,0.01,0.028,0,0.41,0.01,0.167,0,1
0.282,0.01,0.028,0,0.41,0.01,0.167,0,0.723,0.158,0.04,1,1
0.41,0.01,0.167,0,0.723,0.158,0.04,1,0.17,0.22,0.153,1,1
0.723,0.158,0.04,1,0.17,0.22,0.153,1,0.431,0.4,0.07,1,0
0.17,0.22,0.153,1,0.431,0.4,0.07,1,0.09,0.238,0.05,0,1
0.431,0.4,0.07,1,0.09,0.238,0.05,0,0.2,0,0.41,1,0
0.09,0.238,0.05,0,0.2,0,0.41,1,1.871,0.11,0.05,0,1
0.2,0,0.41,1,1.871,0.11,0.05,0,0.48,0.1,0.933,1,1
1.871,0.11,0.05,0,0.48,0.1,0.933,1,0.289,0.231,0.001,1,0
0.48,0.1,0.933,1,0.289,0.231,0.001,1,0.381,0.169,0.22,0,1
0.289,0.231,0.001,1,0.381,0.169,0.22,0,0.86,0.117,0.029,1,1
0.381,0.169,0.22,0,0.86,0.117,0.029,1,0.21,0.046,0.401,1,1
0.86,0.117,0.029,1,0.21,0.046,0.401,1,0.3,0.29,0,1,0
0.21,0.046,0.401,1,0.3,0.29,0,1,0.021,0.21,0.043,0,1
0.3,0.29,0,1,0.021,0.21,0.043,0,0.32,0.03,0.171,1,0
0.021,0.21,0.043,0,0.32,0.03,0.171,1,0.153,0.11,0.229,0,0
0.32,0.03,0.171,1,0.153,0.11,0.229,0,0.237,0.084,0.07,0,0
0.153,0.11,0.229,0,0.237,0.084,0.07,0,0.08,0.08,0.173,0,1
0.237,0.084,0.07,0,0.08,0.08,0.173,0,0.517,0.08,0,1,1
0.08,0.08,0.173,0,0.517,0.08,0,1,0.627,0.001,0.1,1,0
0.517,0.08,0,1,0.627,0.001,0.1,1,0.29,0.231,0.097,0,1
0.627,0.001,0.1,1,0.29,0.231,0.097,0,0.41,0.081,0,1,0
0.29,0.231,0.097,0,0.41,0.081,0,1,0.29,0.001,0.082,0,0
0.41,0.081,0,1,0.29,0.001,0.082,0,0.03,0.02,0.131,0,1
0.29,0.001,0.082,0,0.03,0.02,0.131,0,0.3,0.01,0.062,1,0
0.03,0.02,0.131,0,0.3,0.01,0.062,1,0.081,0.089,0.072,0,1
0.3,0.01,0.062,1,0.081,0.089,0.072,0,0.551,0.16,0.029,1,0
0.081,0.089,0.072,0,0.551,0.16,0.029,1,0.531,0,0,0,1
0.551,0.16,0.029,1,0.531,0,0,0,0.021,0.31,0,1,0
0.531,0,0,0,0.021,0.31,0,1,0.211,0.009,0,0,1
0.021,0.31,0,1,0.211,0.009,0,0,0.019,0.071,0.164,1,0
0.211,0.009,0,0,0.019,0.071,0.164,1,0.141,0,0.133,0,1
0.019,0.071,0.164,1,0.141,0,0.133,0,0.01,0.14,0.053,1,0
0.141,0,0.133,0,0.01,0.14,0.053,1,0.441,0.009,0.08,0,1
0.01,0.14,0.053,1,0.441,0.009,0.08,0,0.16,0.121,0.013,1,0
0.441,0.009,0.08,0,0.16,0.121,0.013,1,0.07,0.001,0.083,0,0
0.16,0.121,0.013,1,0.07,0.001,0.083,0,0.28,0.029,0.084,0,1
0.07,0.001,0.083,0,0.28,0.029,0.084,0,0.011,0.249,0.14,1,0
0.28,0.029,0.084,0,0.011,0.249,0.14,1,0.3,0.1,0.21,0,1
0.011,0.249,0.14,1,0.3,0.1,0.21,0,0.087,0.194,0.102,1,0
0.3,0.1,0.21,0,0.087,0.194,0.102,1,0.287,0.024,0.123,0,1
0.087,0.194,0.102,1,0.287,0.024,0.123,0,0.336,0.03,0.131,1,0
0.287,0.024,0.123,0,0.336,0.03,0.131,1,0.511,0.01,0.01,0,0
0.336,0.03,0.131,1,0.511,0.01,0.01,0,0.11,0.28,0.02,0,1
0.511,0.01,0.01,0,0.11,0.28,0.02,0,0.27,0.131,0.03,1,0
0.11,0.28,0.02,0,0.27,0.131,0.03,1,0.06,0.039,0.028,0,0
0.27,0.131,0.03,1,0.06,0.039,0.028,0,0.317,0.023,0.131,0,1
0.06,0.039,0.028,0,0.317,0.023,0.131,0,0.177,0.033,0.523,1,0
0.317,0.023,0.131,0,0.177,0.033,0.523,1,0.23,0.211,0.03,0,1
0.177,0.033,0.523,1,0.23,0.211,0.03,0,0.403,0.058,0.027,1,1
0.23,0.211,0.03,0,0.403,0.058,0.027,1,0.23,0.019,0.001,1,1
0.403,0.058,0.027,1,0.23,0.019,0.001,1,0.033,0.278,0.04,1,0
0.23,0.019,0.001,1,0.033,0.278,0.04,1,0.021,0.08,0.033,0,0
0.033,0.278,0.04,1,0.021,0.08,0.033,0,0.59,0.04,0.02,0,1
0.021,0.08,0.033,0,0.59,0.04,0.02,0,0.494,0,0,1,1
0.59,0.04,0.02,0,0.494,0,0,1,0.1,0.071,0.13,1,1
0.494,0,0,1,0.1,0.071,0.13,1,0.386,0.111,0.071,1,0
0.1,0.071,0.13,1,0.386,0.111,0.071,1,0.064,0.037,0.397,0,1
0.386,0.111,0.071,1,0.064,0.037,0.397,0,0.221,0.189,0.02,1,0
0.064,0.037,0.397,0,0.221,0.189,0.02,1,0.502,0,0.02,0,0
0.221,0.189,0.02,1,0.502,0,0.02,0,0.486,0.041,0.034,0,0
0.502,0,0.02,0,0.486,0.041,0.034,0,0.291,0.28,0,0,0
0.486,0.041,0.034,0,0.291,0.28,0,0,0.216,0.21,0.003,0,1
0.291,0.28,0,0,0.216,0.21,0.003,0,0.507,0.13,0.111,1,1
0.216,0.21,0.003,0,0.507,0.13,0.111,1,0.269,0.221,0.121,1,0
0.507,0.13,0.111,1,0.269,0.221,0.121,1,0.737,0.05,0,0,1
0.269,0.221,0.121,1,0.737,0.05,0,0,0.049,0.001,0.501,1,1
0.737,0.05,0,0,0.049,0.001,0.501,1,0.14,0.09,0.244,1,0
0.049,0.001,0.501,1,0.14,0.09,0.244,1,0.28,0.097,0.072,0,0
0.14,0.09,0.244,1,0.28,0.097,0.072,0,0.276,0.084,0.254,0,1
0.28,0.097,0.072,0,0.276,0.084,0.254,0,0.2,0.021,0.142,1,1
0.276,0.084,0.254,0,0.2,0.021,0.142,1,0.14,0.13,0.353,1,0
0.2,0.021,0.142,1,0.14,0.13,0.353,1,0.24,0.07,0.143,0,1
0.14,0.13,0.353,1,0.24,0.07,0.143,0,0.111,0.07,0.353,1,1
0.24,0.07,0.143,0,0.111,0.07,0.353,1,0.499,0.067,0.111,1,1
0.111,0.07,0.353,1,0.499,0.067,0.111,1,0.603,0.49,0.186,1,0
0.499,0.067,0.111,1,0.603,0.49,0.186,1,0.2,0.089,0.301,0,1
0.603,0.49,0.186,1,0.2,0.089,0.301,0,0.437,0.31,0.102,1,1
0.2,0.089,0.301,0,0.437,0.31,0.102,1,0.144,0,0.437,1,1
0.437,0.31,0.102,1,0.144,0,0.437,1,0.191,0.146,0.043,1,0
0.144,0,0.437,1,0.191,0.146,0.043,1,0.31,0.158,0.042,0,1
0.191,0.146,0.043,1,0.31,0.158,0.042,0,0.001,0.799,0.09,1,0
0.31,0.158,0.042,0,0.001,0.799,0.09,1,0.31,0.149,0.163,0,1
0.001,0.799,0.09,1,0.31,0.149,0.163,0,0.09,0.121,0.11,1,1
0.31,0.149,0.163,0,0.09,0.121,0.11,1,0.199,0.221,0.024,1,1
0.09,0.121,0.11,1,0.199,0.221,0.024,1,0.179,0.36,0,1,1
0.199,0.221,0.024,1,0.179,0.36,0,1,0.22,0.251,0.073,1,1
0.179,0.36,0,1,0.22,0.251,0.073,1,2.417,0.213,0.034,1,0
0.22,0.251,0.073,1,2.417,0.213,0.034,1,0.15,0.281,0.33,0,1
2.417,0.213,0.034,1,0.15,0.281,0.33,0,0.49,0.05,0.113,1,1
0.15,0.281,0.33,0,0.49,0.05,0.113,1,0.007,0.161,0.21,1,1
0.49,0.05,0.113,1,0.007,0.161,0.21,1,0.467,0.183,0,1,0
0.007,0.161,0.21,1,0.467,0.183,0,1,0.64,0.007,0.223,0,1
0.467,0.183,0,1,0.64,0.007,0.223,0,0.359,0.761,0.001,1,1
0.64,0.007,0.223,0,0.359,0.761,0.001,1,0.38,0.191,0.15,1,1
0.359,0.761,0.001,1,0.38,0.191,0.15,1,0.131,0.12,0.04,1,0
0.38,0.191,0.15,1,0.131,0.12,0.04,1,0.62,0.001,0,0,0
0.131,0.12,0.04,1,0.62,0.001,0,0,0.244,0.11,0.067,0,1
0.62,0.001,0,0,0.244,0.11,0.067,0,0.311,0.19,0,1,1
0.244,0.11,0.067,0,0.311,0.19,0,1,0.29,0.32,0.143,1,1
0.311,0.19,0,1,0.29,0.32,0.143,1,0.654,0.09,0.057,1,0
0.29,0.32,0.143,1,0.654,0.09,0.057,1,0.07,0.219,0.201,0,0
0.654,0.09,0.057,1,0.07,0.219,0.201,0,0.399,0.111,0.101,0,0
0.07,0.219,0.201,0,0.399,0.111,0.101,0,0.219,0.031,0.001,0,1
0.399,0.111,0.101,0,0.219,0.031,0.001,0,0.32,0.001,0.082,1,0
0.219,0.031,0.001,0,0.32,0.001,0.082,1,0.119,0.161,0.144,0,1
0.32,0.001,0.082,1,0.119,0.161,0.144,0,0.52,0.24,0,1,0
0.119,0.161,0.144,0,0.52,0.24,0,1,0.1,0.01,0.253,0,0
0.52,0.24,0,1,0.1,0.01,0.253,0,0.2,0.56,0.101,0,0
0.1,0.01,0.253,0,0.2,0.56,0.101,0,0.19,0.36,0.043,0,1
0.2,0.56,0.101,0,0.19,0.36,0.043,0,0,0.12,0.173,1,1
0.19,0.36,0.043,0,0,0.12,0.173,1,0.371,0.019,0.41,1,1
0,0.12,0.173,1,0.371,0.019,0.41,1,0.447,0,0.173,1,1
0.371,0.019,0.41,1,0.447,0,0.173,1,1.434,0.25,0.18,1,0
0.447,0,0.173,1,1.434,0.25,0.18,1,0.199,0.51,0.113,0,1
1.434,0.25,0.18,1,0.199,0.51,0.113,0,0.35,0.15,0.043,1,0
0.199,0.51,0.113,0,0.35,0.15,0.043,1,0.67,0.05,0.811,0,1
0.35,0.15,0.043,1,0.67,0.05,0.811,0,1.253,0.1,0.3,1,1
0.67,0.05,0.811,0,1.253,0.1,0.3,1,4.639,0,0.241,1,0
1.253,0.1,0.3,1,4.639,0,0.241,1,1.927,0.42,0.853,0,1
4.639,0,0.241,1,1.927,0.42,0.853,0,2.14,0.01,0.663,1,0
1.927,0.42,0.853,0,2.14,0.01,0.663,1,1.96,0,0.113,0,1
2.14,0.01,0.663,1,1.96,0,0.113,0,0.618,0.389,0.233,1,1
1.96,0,0.113,0,0.618,0.389,0.233,1,3.588,2.904,0.01,1,1
0.618,0.389,0.233,1,3.588,2.904,0.01,1,0.561,0.227,0.54,1,0
3.588,2.904,0.01,1,0.561,0.227,0.54,1,1.151,0.14,1.213,0,0
0.561,0.227,0.54,1,1.151,0.14,1.213,0,0.879,0.681,0.073,0,1
1.151,0.14,1.213,0,0.879,0.681,0.073,0,0.625,0.161,0.118,1,1
0.879,0.681,0.073,0,0.625,0.161,0.118,1,0.369,0.031,0.404,1,1
0.625,0.161,0.118,1,0.369,0.031,0.404,1,0.37,0.35,0.193,1,1
0.369,0.031,0.404,1,0.37,0.35,0.193,1,0.051,0.17,0.163,1,1
0.37,0.35,0.193,1,0.051,0.17,0.163,1,0.391,0.17,0.332,1,0
0.051,0.17,0.163,1,0.391,0.17,0.332,1,1.589,0.111,0.02,0,1
0.391,0.17,0.332,1,1.589,0.111,0.02,0,0.421,0.09,0.153,1,0
1.589,0.111,0.02,0,0.421,0.09,0.153,1,0.228,0.442,0.019,0,0
0.421,0.09,0.153,1,0.228,0.442,0.019,0,0.159,0.101,1.154,0,1
0.228,0.442,0.019,0,0.159,0.101,1.154,0,0.79,0.151,0.123,1,1
0.159,0.101,1.154,0,0.79,0.151,0.123,1,0.141,0.87,0.162,1,0
0.79,0.151,0.123,1,0.141,0.87,0.162,1,0.511,0.01,0,0,0
0.141,0.87,0.162,1,0.511,0.01,0,0,0.79,0.17,0.453,0,1
0.511,0.01,0,0,0.79,0.17,0.453,0,0.119,0.151,0.144,1,0
0.79,0.17,0.453,0,0.119,0.151,0.144,1,0.93,0.031,0.43,0,0
0.119,0.151,0.144,1,0.93,0.031,0.43,0,0.73,0.011,0.493,0,1
0.93,0.031,0.43,0,0.73,0.011,0.493,0,0.63,0.099,0.144,1,0
0.73,0.011,0.493,0,0.63,0.099,0.144,1,0.01,0.16,1.013,0,1
0.63,0.099,0.144,1,0.01,0.16,1.013,0,0.041,0.51,0.196,1,1
0.01,0.16,1.013,0,0.041,0.51,0.196,1,0.111,0.41,0.037,1,0
0.041,0.51,0.196,1,0.111,0.41,0.037,1,0.287,0.064,0.942,0,1
0.111,0.41,0.037,1,0.287,0.064,0.942,0,0.58,0.029,0.254,1,0
0.287,0.064,0.942,0,0.58,0.029,0.254,1,0.79,0.019,0.214,0,1
0.58,0.029,0.254,1,0.79,0.019,0.214,0,0.61,0.019,0.214,1,1
0.79,0.019,0.214,0,0.61,0.019,0.214,1,0.083,0.631,0.27,1,1
0.61,0.019,0.214,1,0.083,0.631,0.27,1,0.33,0.55,0.063,1,0
0.083,0.631,0.27,1,0.33,0.55,0.063,1,0.927,0.476,0.498,0,0
0.33,0.55,0.063,1,0.927,0.476,0.498,0,0.569,0.42,1.033,0,0
0.927,0.476,0.498,0,0.569,0.42,1.033,0,0.453,0.259,0.101,0,0
0.569,0.42,1.033,0,0.453,0.259,0.101,0,1.6,0.13,0.722,0,1
0.453,0.259,0.101,0,1.6,0.13,0.722,0,0.479,0.051,1.071,1,0
1.6,0.13,0.722,0,0.479,0.051,1.071,1,0.079,0.42,0.134,0,1
0.479,0.051,1.071,1,0.079,0.42,0.134,0,1.056,0.184,0.133,1,0
0.079,0.42,0.134,0,1.056,0.184,0.133,1,0.239,0.235,0.196,0,0
1.056,0.184,0.133,1,0.239,0.235,0.196,0,0.321,0.32,0.28,0,0
0.239,0.235,0.196,0,0.321,0.32,0.28,0,0.581,0.25,0.11,0,0
0.321,0.32,0.28,0,0.581,0.25,0.11,0,0.505,0.116,0.22,0,0
0.581,0.25,0.11,0,0.505,0.116,0.22,0,0.139,0.97,0.321,0,0
0.505,0.116,0.22,0,0.139,0.97,0.321,0,0.5,0.24,0.063,0,0
0.139,0.97,0.321,0,0.5,0.24,0.063,0,2.36,0.039,1.481,0,1
0.5,0.24,0.063,0,2.36,0.039,1.481,0,0.916,0.05,0.311,1,1
2.36,0.039,1.481,0,0.916,0.05,0.311,1,0.483,0.039,0.45,1,1
0.916,0.05,0.311,1,0.483,0.039,0.45,1,0.421,0.527,0.1,1,0
0.483,0.039,0.45,1,0.421,0.527,0.1,1,0.22,0.298,0.39,0,1
0.421,0.527,0.1,1,0.22,0.298,0.39,0,1.876,0.314,0.314,1,1
0.22,0.298,0.39,0,1.876,0.314,0.314,1,0.093,0.021,0.939,1,1
1.876,0.314,0.314,1,0.093,0.021,0.939,1,0.3,0.341,0.163,1,0
0.093,0.021,0.939,1,0.3,0.341,0.163,1,0.851,0.2,0.34,0,1
0.3,0.341,0.163,1,0.851,0.2,0.34,0,0.089,0.111,0.641,1,1
0.851,0.2,0.34,0,0.089,0.111,0.641,1,0.579,0.318,0.201,1,0
0.089,0.111,0.641,1,0.579,0.318,0.201,1,1.174,0.017,0.01,0,0
0.579,0.318,0.201,1,1.174,0.017,0.01,0,0.331,0.296,0.613,0,1
1.174,0.017,0.01,0,0.331,0.296,0.613,0,0.316,0.011,0.214,1,1
0.331,0.296,0.613,0,0.316,0.011,0.214,1,0.131,0.21,0.09,1,1
0.316,0.011,0.214,1,0.131,0.21,0.09,1,0.7,0.18,0.429,1,0
0.131,0.21,0.09,1,0.7,0.18,0.429,1,0.459,0.191,0.251,0,0
0.7,0.18,0.429,1,0.459,0.191,0.251,0,0.756,0.04,0.184,0,0
0.459,0.191,0.251,0,0.756,0.04,0.184,0,0.031,0.09,0.222,0,1
0.756,0.04,0.184,0,0.031,0.09,0.222,0,0.421,0.02,0.499,1,0
0.031,0.09,0.222,0,0.421,0.02,0.499,1,0.03,0.699,0.171,0,0
0.421,0.02,0.499,1,0.03,0.699,0.171,0,0.61,0.05,0.207,0,1
0.03,0.699,0.171,0,0.61,0.05,0.207,0,0.29,0.08,0.388,1,0
0.61,0.05,0.207,0,0.29,0.08,0.388,1,0.664,0.037,0.099,0,1
0.29,0.08,0.388,1,0.664,0.037,0.099,0,0.14,0.199,0.611,1,0
0.664,0.037,0.099,0,0.14,0.199,0.611,1,0.1,0.213,0.211,0,0
